conectado|voltagem|temperatura|ruido|ativacao
1000|41000|301000|-95000|1
0|26000|203000|-88000|0
0|35000|460000|-24000|0
0|29000|153000|-33000|0
1000|35000|465000|52000|0
0|31000|313000|15000|0
1000|42000|164000|-37000|1
1000|39000|522000|56000|0
1000|30000|522000|10000|0
0|40000|556000|81000|0
0|35000|45000|-1000|0
1000|37000|-56000|63000|0
1000|27000|206000|-64000|1
0|43000|-77000|-20000|0
1000|27000|535000|17000|0
1000|41000|-77000|-43000|0
1000|40000|584000|-13000|0
1000|43000|113000|-88000|0
1000|34000|481000|80000|0
0|41000|493000|95000|0
0|33000|187000|-62000|0
1000|40000|22000|35000|1
1000|32000|203000|-66000|1
1000|39000|-4000|-95000|0
1000|27000|491000|-56000|0
0|40000|380000|21000|0
1000|33000|430000|94000|1
0|35000|151000|-35000|0
1000|36000|498000|12000|0
0|26000|288000|4000|0
1000|38000|355000|71000|1
0|31000|216000|19000|0
1000|27000|145000|-53000|1
0|26000|232000|30000|0
1000|28000|231000|59000|1
1000|44000|-34000|-13000|0
0|44000|189000|48000|0
0|34000|585000|22000|0
0|30000|238000|16000|0
1000|28000|593000|-81000|0
1000|25000|-6000|-42000|0
1000|29000|467000|-82000|0
0|37000|554000|-55000|0
1000|27000|-88000|52000|0
0|39000|80000|50000|0
1000|45000|-69000|-41000|0
0|42000|-46000|52000|0
0|29000|432000|-74000|0
0|42000|453000|-12000|0
0|38000|591000|-76000|0
1000|31000|349000|90000|1
1000|26000|490000|-96000|0
1000|39000|576000|-35000|0
1000|37000|325000|-100000|1
1000|40000|-4000|2000|0
0|30000|35000|37000|0
0|41000|497000|-83000|0
1000|39000|224000|-56000|1
1000|31000|67000|3000|1
1000|40000|-36000|18000|0
1000|42000|292000|-21000|1
1000|27000|68000|-15000|1
1000|32000|405000|-92000|1
1000|35000|225000|90000|1
1000|40000|-71000|-87000|0
1000|39000|404000|-25000|1
0|40000|21000|87000|0
1000|43000|-5000|-71000|0
1000|33000|406000|-20000|1
1000|28000|53000|-16000|1
0|29000|126000|-44000|0
1000|27000|130000|-93000|1
0|30000|391000|23000|0
1000|35000|445000|-29000|1
1000|30000|-6000|59000|0
0|41000|424000|56000|0
1000|27000|435000|68000|1
0|29000|73000|-41000|0
0|39000|373000|35000|0
1000|33000|400000|-54000|1
0|42000|59000|7000|0
1000|27000|589000|42000|0
1000|42000|196000|-77000|1
1000|29000|-2000|100000|0
0|28000|-81000|-73000|0
1000|32000|26000|-20000|1
0|33000|431000|30000|0
0|42000|388000|-80000|0
1000|26000|407000|-24000|1
1000|28000|-64000|-26000|0
0|28000|-2000|59000|0
0|39000|305000|43000|0
1000|41000|-33000|-1000|0
0|33000|270000|46000|0
0|34000|-82000|2000|0
1000|37000|241000|75000|1
1000|42000|329000|-46000|1
0|30000|179000|7000|0
1000|30000|257000|-80000|1
0|35000|182000|-9000|0
0|40000|125000|13000|0
0|36000|338000|59000|0
1000|38000|-99000|73000|0
0|26000|322000|81000|0
0|36000|-13000|15000|0
1000|30000|-26000|-38000|0
0|33000|381000|-38000|0
0|38000|569000|10000|0
0|33000|570000|-66000|0
0|34000|87000|-18000|0
1000|28000|443000|-49000|1
0|27000|432000|81000|0
0|36000|319000|54000|0
0|44000|480000|40000|0
0|33000|485000|-30000|0
0|41000|521000|-50000|0
0|38000|175000|-24000|0
0|35000|17000|-69000|0
0|35000|130000|48000|0
0|33000|562000|83000|0
1000|45000|417000|29000|0
1000|25000|293000|34000|1
0|44000|56000|93000|0
1000|29000|16000|-70000|1
0|40000|175000|-88000|0
0|39000|405000|42000|0
0|37000|0|-46000|0
0|35000|-86000|5000|0
1000|30000|183000|34000|1
0|34000|338000|86000|0
0|28000|265000|-99000|0
0|27000|398000|98000|0
1000|34000|-49000|-38000|0
0|37000|264000|-81000|0
1000|34000|60000|-15000|1
1000|28000|-16000|12000|0
0|43000|505000|76000|0
1000|27000|114000|84000|1
1000|41000|589000|10000|0
1000|38000|196000|25000|1
1000|29000|251000|41000|1
0|38000|363000|23000|0
1000|27000|581000|-88000|0
1000|39000|-70000|30000|0
0|39000|8000|-7000|0
0|30000|521000|2000|0
1000|39000|377000|-23000|1
1000|28000|429000|-80000|1
0|38000|227000|-25000|0
1000|32000|23000|-32000|1
0|41000|571000|-7000|0
0|34000|578000|-78000|0
0|40000|175000|-33000|0
1000|26000|137000|-15000|1
1000|28000|187000|30000|1
0|28000|460000|-36000|0
0|28000|-92000|-6000|0
1000|30000|367000|-96000|1
1000|42000|107000|-48000|1
1000|29000|-1000|-3000|0
0|44000|100000|26000|0
0|27000|405000|-31000|0
1000|26000|301000|68000|1
0|31000|421000|85000|0
0|41000|-60000|-83000|0
1000|44000|299000|-53000|0
1000|32000|67000|38000|1
0|31000|57000|37000|0
1000|41000|79000|45000|1
1000|44000|329000|-88000|0
1000|27000|-72000|47000|0
1000|28000|425000|91000|1
1000|43000|552000|61000|0
1000|35000|-15000|-19000|0
1000|35000|486000|96000|0
1000|35000|-86000|20000|0
1000|34000|130000|4000|1
1000|27000|343000|30000|1
1000|45000|443000|95000|0
0|25000|340000|92000|0
1000|34000|-68000|-61000|0
0|44000|577000|-10000|0
1000|25000|309000|23000|1
1000|37000|64000|-73000|1
1000|26000|124000|-87000|1
0|30000|-96000|-28000|0
0|28000|554000|84000|0
1000|35000|530000|-8000|0
1000|34000|232000|-26000|1
0|35000|-39000|-27000|0
1000|40000|286000|41000|1
0|43000|-88000|-16000|0
1000|25000|16000|84000|1
1000|43000|502000|59000|0
0|29000|517000|76000|0
1000|36000|562000|-38000|0
1000|34000|422000|63000|1
0|35000|-17000|-88000|0
1000|35000|-55000|-58000|0
0|39000|563000|-93000|0
0|25000|334000|74000|0
1000|33000|444000|-17000|1
1000|40000|222000|37000|1
1000|34000|143000|32000|1
1000|29000|536000|11000|0
1000|38000|-68000|22000|0
1000|33000|372000|-85000|1
1000|44000|146000|14000|0
1000|38000|294000|84000|1
1000|27000|348000|71000|1
1000|30000|179000|31000|1
1000|41000|206000|-50000|1
0|33000|213000|-64000|0
1000|30000|450000|88000|0
0|34000|434000|61000|0
1000|38000|-60000|65000|0
1000|32000|549000|-8000|0
0|42000|81000|8000|0
1000|35000|58000|-75000|1
0|45000|291000|-14000|0
0|44000|-63000|91000|0
0|38000|553000|-29000|0
0|43000|549000|-54000|0
1000|35000|359000|95000|1
1000|34000|-68000|92000|0
0|39000|-11000|69000|0
0|35000|184000|59000|0
0|41000|491000|77000|0
0|39000|17000|5000|0
0|35000|-54000|28000|0
1000|34000|-2000|-92000|0
1000|28000|288000|-35000|1
1000|42000|-15000|59000|0
0|40000|-60000|37000|0
1000|44000|490000|99000|0
1000|38000|290000|-70000|1
1000|33000|511000|-23000|0
1000|28000|455000|79000|0
1000|27000|425000|60000|1
1000|28000|376000|37000|1
0|30000|236000|7000|0
1000|37000|560000|-5000|0
0|45000|514000|-15000|0
1000|42000|543000|-87000|0
1000|41000|321000|-16000|1
0|26000|465000|-75000|0
0|36000|370000|-33000|0
0|31000|2000|77000|0
0|37000|185000|64000|0
0|33000|-70000|-97000|0
1000|37000|598000|-33000|0
1000|43000|381000|91000|0
0|40000|73000|13000|0
1000|45000|372000|73000|0
0|41000|72000|-82000|0
0|42000|-81000|-36000|0
1000|34000|93000|-82000|1
1000|27000|-67000|-5000|0
1000|35000|221000|81000|1
1000|29000|267000|-50000|1
0|40000|428000|-79000|0
0|35000|227000|-92000|0
1000|34000|205000|45000|1
1000|36000|-20000|-52000|0
0|44000|465000|98000|0
1000|35000|-44000|69000|0
1000|36000|365000|-86000|1
1000|30000|82000|31000|1
0|43000|574000|-5000|0
1000|30000|319000|6000|1
1000|40000|150000|28000|1
0|32000|202000|-48000|0
1000|35000|452000|-34000|0
0|40000|494000|69000|0
0|32000|472000|-34000|0
0|29000|366000|61000|0
1000|36000|467000|-68000|0
1000|36000|171000|69000|1
0|40000|264000|54000|0
0|25000|431000|-99000|0
0|40000|3000|50000|0
1000|43000|338000|75000|0
0|34000|471000|-9000|0
1000|40000|65000|82000|1
1000|44000|488000|57000|0
1000|38000|401000|-1000|1
1000|34000|213000|35000|1
0|35000|110000|48000|0
0|36000|237000|-49000|0
1000|35000|117000|-30000|1
1000|37000|-23000|100000|0
0|40000|-12000|29000|0
1000|41000|20000|38000|1
1000|25000|59000|77000|1
0|43000|338000|-25000|0
0|42000|98000|-50000|0
0|34000|521000|-97000|0
1000|31000|282000|49000|1
1000|25000|427000|54000|1
1000|45000|72000|48000|0
1000|32000|55000|36000|1
1000|29000|259000|9000|1
1000|26000|267000|-27000|1
1000|31000|177000|22000|1
0|42000|404000|39000|0
1000|44000|541000|62000|0
1000|25000|324000|1000|1
0|31000|39000|69000|0
1000|36000|132000|57000|1
1000|34000|244000|51000|1
1000|25000|556000|13000|0
1000|34000|279000|-22000|1
0|38000|540000|52000|0
0|39000|527000|39000|0
1000|42000|406000|81000|1
1000|34000|138000|-41000|1
1000|28000|600000|-16000|0
0|44000|538000|27000|0
1000|30000|162000|-72000|1
1000|29000|-94000|24000|0
1000|32000|139000|4000|1
0|28000|510000|5000|0
1000|31000|160000|-42000|1
1000|37000|285000|-83000|1
0|34000|-24000|0|0
1000|25000|459000|22000|0
0|26000|74000|86000|0
0|36000|309000|41000|0
0|25000|538000|-31000|0
0|32000|193000|-8000|0
1000|28000|27000|-21000|1
1000|25000|-77000|-90000|0
0|38000|332000|61000|0
1000|37000|-36000|-94000|0
0|34000|32000|43000|0
0|40000|109000|82000|0
1000|41000|62000|99000|1
0|36000|370000|-6000|0
1000|42000|54000|-100000|1
1000|33000|142000|81000|1
0|30000|173000|-64000|0
1000|44000|-63000|44000|0
1000|39000|313000|44000|1
0|26000|460000|41000|0
1000|34000|345000|-59000|1
0|31000|276000|21000|0
0|27000|175000|-40000|0
1000|25000|185000|72000|1
1000|38000|209000|-45000|1
1000|28000|411000|-43000|1
0|43000|-55000|25000|0
1000|45000|24000|-22000|0
0|32000|278000|11000|0
0|34000|450000|33000|0
1000|35000|199000|-77000|1
1000|32000|489000|-27000|0
1000|28000|428000|-4000|1
0|27000|23000|-61000|0
0|33000|416000|-8000|0
0|42000|-84000|27000|0
1000|30000|511000|-29000|0
1000|27000|341000|-34000|1
0|27000|160000|20000|0
0|35000|-35000|-33000|0
0|28000|96000|-62000|0
0|33000|-2000|43000|0
0|30000|383000|-79000|0
0|33000|404000|72000|0
0|45000|296000|64000|0
0|27000|228000|-39000|0
0|40000|11000|59000|0
1000|33000|452000|45000|0
0|39000|251000|-21000|0
0|45000|353000|-59000|0
1000|45000|37000|21000|0
0|44000|191000|78000|0
0|28000|340000|-22000|0
1000|28000|113000|-50000|1
0|37000|240000|-72000|0
0|37000|157000|-64000|0
1000|33000|497000|-61000|0
0|43000|-77000|42000|0
1000|37000|131000|-37000|1
1000|29000|396000|-67000|1
0|30000|507000|-55000|0
1000|31000|102000|42000|1
1000|38000|282000|-94000|1
1000|34000|210000|-76000|1
0|34000|101000|44000|0
0|41000|430000|100000|0
1000|34000|220000|-27000|1
0|34000|76000|34000|0
1000|34000|233000|-70000|1
1000|32000|-89000|-8000|0
1000|33000|196000|2000|1
0|34000|332000|-35000|0
1000|31000|337000|-79000|1
0|33000|73000|-93000|0
0|37000|248000|78000|0
1000|38000|353000|68000|1
0|26000|484000|-21000|0
1000|33000|476000|-57000|0
1000|36000|448000|46000|1
0|36000|529000|-20000|0
0|38000|213000|74000|0
1000|28000|123000|-56000|1
1000|36000|-60000|24000|0
0|25000|234000|-53000|0
0|28000|89000|-18000|0
1000|38000|184000|-4000|1
1000|25000|11000|59000|1
1000|32000|160000|21000|1
1000|40000|133000|40000|1
1000|33000|176000|8000|1
0|34000|591000|-23000|0
0|28000|135000|-74000|0
1000|38000|493000|78000|0
0|45000|145000|-7000|0
1000|25000|-63000|39000|0
1000|25000|96000|-22000|1
0|31000|-1000|45000|0
0|30000|457000|-67000|0
1000|43000|-34000|45000|0
0|38000|169000|27000|0
0|25000|213000|-14000|0
0|27000|-77000|-55000|0
0|40000|565000|-12000|0
0|26000|578000|40000|0
0|38000|-79000|-92000|0
0|29000|413000|-45000|0
0|31000|559000|-27000|0
0|38000|-24000|91000|0
1000|27000|188000|48000|1
1000|41000|346000|-16000|1
0|34000|309000|-32000|0
1000|32000|-85000|-74000|0
1000|32000|-63000|-19000|0
0|28000|238000|-73000|0
0|35000|477000|-86000|0
1000|29000|153000|27000|1
0|31000|43000|63000|0
0|42000|392000|70000|0
1000|39000|8000|36000|1
1000|43000|241000|84000|0
0|30000|586000|-73000|0
0|30000|591000|-2000|0
0|40000|108000|23000|0
1000|43000|475000|82000|0
1000|26000|431000|-48000|1
0|40000|465000|66000|0
1000|40000|140000|-45000|1
1000|27000|273000|-80000|1
1000|35000|474000|81000|0
0|31000|361000|-82000|0
0|36000|222000|-82000|0
0|32000|-60000|-36000|0
0|34000|-47000|18000|0
1000|26000|241000|-7000|1
0|35000|-81000|63000|0
1000|35000|510000|35000|0
0|36000|-86000|33000|0
1000|40000|39000|75000|1
0|34000|346000|-42000|0
1000|40000|359000|-4000|1
1000|27000|168000|100000|1
0|38000|200000|55000|0
0|35000|254000|-39000|0
1000|25000|-68000|43000|0
0|37000|102000|-27000|0
0|31000|160000|-54000|0
1000|39000|191000|-23000|1
1000|36000|386000|-19000|1
0|27000|231000|85000|0
0|37000|492000|-30000|0
0|30000|391000|79000|0
1000|27000|474000|32000|0
1000|43000|306000|39000|0
1000|39000|44000|-79000|1
1000|26000|118000|56000|1
0|36000|-93000|-38000|0
0|27000|163000|34000|0
0|33000|169000|56000|0
1000|28000|549000|-54000|0
0|40000|425000|-28000|0
0|27000|488000|10000|0
1000|26000|93000|-32000|1
0|25000|-72000|49000|0
1000|37000|319000|97000|1
0|45000|488000|15000|0
0|26000|305000|-3000|0
1000|27000|465000|-38000|0
0|30000|34000|-42000|0
0|26000|413000|-64000|0
0|38000|559000|24000|0
1000|39000|89000|59000|1
1000|27000|58000|-21000|1
1000|37000|259000|11000|1
0|26000|164000|41000|0
0|28000|446000|-91000|0
0|36000|328000|66000|0
1000|31000|35000|-14000|1
1000|30000|63000|-11000|1
1000|29000|499000|9000|0
1000|39000|208000|-98000|1
0|26000|31000|7000|0
1000|45000|30000|40000|0
0|42000|247000|85000|0
0|32000|243000|-98000|0
1000|31000|-44000|70000|0
0|35000|205000|48000|0
0|43000|168000|-41000|0
1000|28000|185000|-19000|1
0|45000|396000|54000|0
0|45000|186000|-65000|0
0|34000|67000|36000|0
1000|42000|421000|59000|1
0|36000|394000|-24000|0
1000|32000|441000|6000|1
1000|31000|-14000|82000|0
0|41000|318000|5000|0
0|34000|575000|21000|0
0|36000|77000|78000|0
1000|27000|581000|87000|0
1000|40000|350000|82000|1
1000|36000|-12000|-21000|0
1000|35000|62000|37000|1
1000|43000|17000|17000|0
0|37000|164000|34000|0
0|26000|279000|32000|0
0|37000|457000|-17000|0
0|27000|551000|41000|0
0|31000|309000|56000|0
0|38000|274000|-67000|0
0|27000|267000|-88000|0
0|36000|312000|-100000|0
1000|42000|548000|72000|0
1000|28000|335000|-24000|1
0|44000|143000|46000|0
1000|30000|-36000|27000|0
1000|28000|289000|54000|1
0|32000|301000|79000|0
1000|25000|312000|-7000|1
1000|41000|324000|8000|1
0|29000|-17000|-58000|0
1000|38000|291000|-40000|1
0|40000|-3000|-71000|0
1000|30000|214000|-38000|1
0|25000|210000|56000|0
1000|25000|205000|100000|1
1000|41000|-52000|-20000|0
0|38000|335000|76000|0
1000|32000|572000|-73000|0
0|41000|336000|79000|0
0|40000|258000|89000|0
1000|36000|398000|-25000|1
0|43000|499000|24000|0
1000|27000|161000|-56000|1
1000|31000|540000|-91000|0
0|25000|138000|1000|0
0|43000|531000|57000|0
0|39000|61000|-90000|0
0|29000|37000|89000|0
0|36000|176000|-99000|0
0|30000|358000|81000|0
1000|33000|149000|85000|1
0|38000|24000|56000|0
1000|30000|-95000|-13000|0
1000|33000|342000|19000|1
0|41000|453000|-68000|0
0|30000|563000|36000|0
0|28000|-71000|77000|0
0|42000|222000|73000|0
0|26000|402000|100000|0
1000|25000|568000|1000|0
0|33000|298000|18000|0
0|35000|140000|35000|0
1000|34000|70000|-95000|1
0|32000|471000|-14000|0
1000|38000|465000|-49000|0
1000|37000|560000|-84000|0
0|37000|297000|-19000|0
1000|34000|114000|76000|1
1000|40000|369000|94000|1
0|29000|347000|91000|0
0|25000|425000|49000|0
1000|35000|320000|-23000|1
1000|38000|386000|-53000|1
1000|25000|328000|12000|1
1000|33000|462000|-45000|0
0|42000|365000|43000|0
0|28000|136000|-96000|0
1000|37000|171000|-6000|1
1000|36000|0|-64000|0
1000|31000|85000|-60000|1
1000|30000|452000|89000|0
0|41000|23000|-78000|0
1000|40000|570000|38000|0
0|38000|524000|19000|0
0|43000|427000|3000|0
0|42000|20000|-85000|0
0|25000|255000|5000|0
0|27000|580000|-45000|0
1000|43000|-18000|19000|0
1000|25000|183000|52000|1
1000|42000|206000|-39000|1
1000|34000|-23000|-63000|0
1000|41000|283000|19000|1
0|38000|-15000|41000|0
0|27000|187000|-86000|0
0|33000|486000|41000|0
0|34000|-11000|-27000|0
1000|26000|88000|15000|1
0|38000|119000|-73000|0
1000|38000|27000|-3000|1
0|26000|79000|-19000|0
1000|27000|333000|90000|1
0|28000|8000|-60000|0
1000|28000|53000|-35000|1
0|41000|346000|-92000|0
0|37000|295000|42000|0
0|36000|218000|98000|0
1000|32000|53000|-70000|1
0|40000|304000|-13000|0
0|26000|555000|-56000|0
1000|44000|270000|-17000|0
1000|35000|281000|-34000|1
1000|41000|253000|-86000|1
0|44000|40000|77000|0
0|37000|-54000|1000|0
1000|26000|480000|28000|0
1000|28000|75000|15000|1
1000|33000|505000|-63000|0
0|43000|242000|21000|0
1000|44000|534000|91000|0
0|25000|-54000|-50000|0
0|27000|523000|-57000|0
1000|34000|159000|11000|1
1000|33000|171000|44000|1
0|31000|585000|57000|0
0|40000|227000|13000|0
0|41000|419000|-24000|0
1000|29000|159000|-50000|1
1000|40000|211000|-83000|1
1000|27000|92000|78000|1
0|35000|261000|-16000|0
1000|39000|95000|-39000|1
1000|41000|91000|92000|1
1000|40000|167000|8000|1
1000|45000|89000|56000|0
0|35000|434000|63000|0
0|44000|357000|36000|0
1000|27000|209000|100000|1
0|35000|218000|-10000|0
0|34000|268000|9000|0
1000|31000|360000|-12000|1
0|30000|112000|-69000|0
0|37000|557000|76000|0
0|41000|-57000|-27000|0
1000|30000|-34000|-49000|0
1000|26000|132000|-91000|1
0|27000|101000|33000|0
0|25000|177000|-23000|0
0|29000|551000|7000|0
0|34000|-74000|-77000|0
0|42000|167000|11000|0
1000|29000|0|5000|0
0|25000|29000|27000|0
1000|35000|37000|61000|1
0|34000|-54000|1000|0
1000|39000|249000|23000|1
1000|32000|514000|6000|0
0|44000|-27000|-89000|0
1000|31000|236000|100000|1
1000|27000|42000|34000|1
1000|33000|459000|-73000|0
0|36000|44000|87000|0
0|31000|498000|-88000|0
1000|42000|502000|54000|0
1000|37000|-14000|-54000|0
1000|28000|553000|98000|0
0|27000|413000|75000|0
1000|38000|-36000|77000|0
1000|45000|313000|-8000|0
1000|45000|219000|36000|0
1000|33000|5000|5000|1
1000|25000|475000|17000|0
1000|42000|504000|80000|0
1000|26000|-100000|-6000|0
0|45000|1000|-13000|0
1000|44000|65000|75000|0
1000|43000|122000|-18000|0
1000|36000|-94000|-18000|0
0|34000|-15000|13000|0
1000|27000|6000|-86000|1
1000|44000|291000|61000|0
0|38000|161000|1000|0
0|33000|435000|-9000|0
1000|42000|363000|-31000|1
0|42000|11000|-100000|0
1000|32000|-87000|-29000|0
0|30000|284000|33000|0
0|43000|469000|-36000|0
1000|31000|236000|-65000|1
1000|26000|191000|-59000|1
0|42000|364000|54000|0
1000|40000|142000|-25000|1
0|32000|40000|41000|0
0|31000|482000|77000|0
1000|26000|212000|82000|1
1000|30000|394000|-23000|1
0|39000|386000|51000|0
1000|34000|-27000|-11000|0
1000|34000|161000|96000|1
1000|30000|251000|-72000|1
1000|36000|442000|9000|1
1000|41000|349000|-78000|1
1000|30000|117000|87000|1
1000|30000|155000|65000|1
1000|25000|421000|17000|1
0|28000|356000|-24000|0
0|43000|543000|-96000|0
0|25000|220000|60000|0
0|45000|514000|-5000|0
0|26000|568000|-50000|0
1000|26000|48000|64000|1
0|25000|276000|-73000|0
1000|40000|425000|-72000|1
0|33000|481000|-21000|0
1000|42000|480000|-13000|0
1000|43000|200000|98000|0
1000|45000|-21000|-98000|0
0|42000|134000|20000|0
1000|33000|259000|-94000|1
1000|44000|218000|-54000|0
1000|36000|105000|71000|1
0|41000|22000|-76000|0
0|38000|78000|51000|0
0|40000|462000|-31000|0
0|25000|175000|49000|0
0|29000|160000|-11000|0
0|34000|317000|-45000|0
1000|38000|92000|55000|1
1000|35000|373000|-23000|1
1000|44000|499000|56000|0
1000|35000|228000|79000|1
1000|41000|475000|-64000|0
0|40000|253000|-18000|0
1000|43000|120000|-32000|0
0|25000|337000|-44000|0
1000|40000|466000|16000|0
0|29000|381000|73000|0
1000|34000|414000|99000|1
1000|27000|554000|93000|0
0|41000|-15000|-75000|0
1000|33000|129000|-30000|1
1000|35000|306000|32000|1
1000|33000|174000|80000|1
1000|39000|468000|60000|0
0|32000|600000|-100000|0
0|39000|61000|13000|0
1000|39000|86000|81000|1
1000|34000|141000|-94000|1
1000|44000|92000|97000|0
0|36000|498000|29000|0
0|31000|410000|84000|0
0|35000|84000|64000|0
1000|45000|372000|66000|0
1000|39000|432000|80000|1
1000|35000|-13000|-52000|0
1000|25000|547000|-13000|0
1000|40000|134000|-30000|1
0|27000|395000|-62000|0
0|27000|227000|3000|0
0|40000|213000|99000|0
1000|27000|254000|52000|1
1000|42000|324000|-100000|1
1000|45000|340000|10000|0
1000|44000|134000|-56000|0
0|27000|84000|-54000|0
0|37000|-9000|31000|0
0|43000|498000|-82000|0
1000|37000|253000|-41000|1
1000|37000|498000|77000|0
0|45000|58000|18000|0
1000|45000|15000|61000|0
1000|28000|314000|27000|1
0|37000|185000|100000|0
0|38000|268000|13000|0
0|40000|539000|-76000|0
1000|43000|48000|-27000|0
0|35000|348000|-33000|0
1000|32000|336000|38000|1
0|33000|9000|18000|0
1000|42000|331000|47000|1
0|39000|9000|-6000|0
0|41000|504000|43000|0
1000|26000|66000|16000|1
0|37000|167000|-98000|0
0|25000|-70000|36000|0
0|39000|315000|-59000|0
1000|33000|501000|20000|0
0|33000|305000|44000|0
1000|42000|318000|-96000|1
0|29000|-96000|-39000|0
1000|30000|192000|48000|1
1000|39000|543000|-53000|0
1000|42000|450000|47000|0
1000|33000|99000|-58000|1
0|26000|137000|17000|0
0|38000|22000|-37000|0
1000|42000|35000|18000|1
0|28000|74000|96000|0
1000|41000|99000|32000|1
0|36000|154000|40000|0
0|36000|339000|11000|0
0|36000|238000|-18000|0
1000|37000|113000|2000|1
0|45000|156000|-92000|0
0|27000|166000|4000|0
1000|44000|128000|12000|0
0|36000|568000|71000|0
0|39000|340000|-52000|0
0|39000|140000|81000|0
0|29000|445000|17000|0
0|42000|2000|23000|0
1000|40000|318000|0|1
1000|44000|80000|-80000|0
1000|42000|224000|82000|1
0|27000|231000|72000|0
0|25000|-51000|-86000|0
0|37000|294000|95000|0
1000|27000|142000|-35000|1
1000|28000|288000|-46000|1
1000|43000|-17000|49000|0
1000|33000|518000|49000|0
1000|26000|563000|37000|0
1000|34000|-95000|70000|0
0|28000|325000|-20000|0
0|32000|333000|-74000|0
0|37000|405000|-17000|0
1000|26000|46000|-27000|1
0|27000|510000|49000|0
0|43000|440000|49000|0
1000|37000|56000|33000|1
0|44000|12000|68000|0
1000|40000|351000|-33000|1
1000|41000|-50000|90000|0
1000|28000|348000|47000|1
0|43000|414000|-93000|0
1000|29000|434000|23000|1
1000|26000|-9000|62000|0
1000|39000|512000|-76000|0
1000|33000|142000|59000|1
0|40000|-29000|-88000|0
1000|32000|-22000|-5000|0
1000|45000|299000|64000|0
0|27000|597000|-99000|0
1000|38000|325000|-55000|1
1000|27000|458000|2000|0
0|34000|111000|52000|0
1000|37000|209000|91000|1
0|27000|-98000|89000|0
0|36000|537000|-68000|0
0|35000|24000|73000|0
0|40000|455000|93000|0
0|32000|256000|-17000|0
0|39000|138000|-61000|0
1000|29000|37000|69000|1
1000|31000|91000|-53000|1
0|32000|495000|-21000|0
1000|34000|160000|70000|1
0|33000|194000|-53000|0
0|29000|110000|5000|0
1000|45000|266000|-22000|0
1000|43000|372000|54000|0
1000|36000|-72000|-95000|0
0|35000|561000|84000|0
0|35000|477000|72000|0
0|28000|213000|-82000|0
0|42000|-72000|91000|0
1000|38000|498000|73000|0
1000|33000|338000|-6000|1
1000|32000|-92000|90000|0
1000|30000|448000|-17000|1
1000|35000|123000|57000|1
0|27000|588000|42000|0
1000|29000|518000|4000|0
0|33000|58000|-59000|0
0|33000|260000|43000|0
0|34000|-79000|-43000|0
0|40000|32000|71000|0
1000|35000|332000|-3000|1
1000|27000|377000|-15000|1
0|35000|414000|-64000|0
1000|34000|395000|19000|1
0|36000|435000|-18000|0
1000|31000|279000|-43000|1
1000|32000|124000|-30000|1
0|33000|523000|-33000|0
1000|33000|450000|-44000|0
1000|25000|584000|-90000|0
1000|32000|383000|-18000|1
1000|42000|434000|47000|1
1000|31000|-31000|-70000|0
0|35000|102000|6000|0
0|28000|560000|56000|0
1000|36000|218000|-46000|1
0|28000|516000|-51000|0
0|32000|76000|51000|0
0|28000|-51000|-33000|0
0|40000|-87000|-89000|0
0|42000|77000|-18000|0
1000|27000|57000|-45000|1
1000|40000|247000|97000|1
1000|34000|418000|60000|1
0|42000|402000|50000|0
1000|41000|536000|61000|0
1000|44000|200000|-63000|0
0|31000|76000|75000|0
0|28000|97000|-56000|0
0|42000|439000|84000|0
0|43000|114000|-86000|0
1000|36000|49000|-39000|1
0|43000|363000|-76000|0
1000|43000|-32000|-8000|0
0|31000|84000|-86000|0
0|25000|581000|-51000|0
1000|28000|-32000|-78000|0
0|29000|421000|17000|0
1000|36000|-18000|-78000|0
1000|38000|559000|96000|0
1000|40000|555000|74000|0
1000|36000|484000|28000|0
1000|39000|194000|-65000|1
1000|39000|213000|-41000|1
0|39000|565000|87000|0
1000|34000|462000|-69000|0
1000|43000|-17000|-46000|0
0|40000|104000|87000|0
0|42000|246000|95000|0
1000|40000|201000|40000|1
1000|26000|58000|-10000|1
1000|26000|192000|-51000|1
0|44000|-73000|59000|0
1000|38000|206000|-6000|1
0|38000|470000|70000|0
1000|36000|570000|64000|0
0|25000|56000|83000|0
1000|28000|364000|-91000|1
0|37000|397000|84000|0
1000|27000|318000|-95000|1
0|37000|567000|94000|0
1000|30000|61000|93000|1
1000|38000|458000|71000|0
0|41000|313000|-65000|0
0|35000|213000|-61000|0
0|38000|-36000|-91000|0
0|43000|539000|63000|0
0|27000|332000|75000|0
1000|27000|544000|73000|0
0|41000|58000|9000|0
0|42000|141000|51000|0
1000|44000|379000|-35000|0
0|30000|113000|90000|0
0|45000|319000|-45000|0
0|27000|283000|100000|0
1000|32000|50000|89000|1
0|41000|1000|54000|0
0|26000|416000|79000|0
1000|38000|-75000|-64000|0
1000|26000|407000|50000|1
0|28000|-6000|-86000|0
0|42000|335000|-9000|0
0|37000|384000|-15000|0
0|42000|591000|64000|0
0|28000|-36000|-46000|0
1000|32000|545000|70000|0
1000|28000|87000|10000|1
0|30000|-61000|83000|0
0|25000|533000|-69000|0
1000|25000|584000|7000|0
1000|26000|158000|62000|1
1000|27000|200000|-70000|1
0|40000|202000|6000|0
0|33000|213000|-38000|0
0|27000|196000|18000|0
1000|31000|193000|-90000|1
1000|39000|490000|-7000|0
1000|41000|589000|15000|0
